ABC000,ABC001,ABC002,ABC003,ABC004,ABC005,ABC006,ABC007,ABC008,ABC009,ABC010
644,7085,2020-08-19 20:19:00,ABCDEF,"A0001",0.040035120731676144,"02840006",file_644_007.txt,B0010,15,0284000a
645,7096,2020-08-19 20:19:01,ABCDEF,"A0001",0.2859721990612025,"02850006",file_645_007.txt,A0001,5,0285000a
646,7107,2020-08-19 20:19:02,ABCDEF,"A0001",0.5499871365484181,"02860006",file_646_007.txt,A0001,3,0286000a
647,7118,2020-08-19 20:19:03,ABCDEF,"A0001",0.314505523225174,"02870006",file_647_007.txt,A0001,18,0287000a
648,7129,2020-08-19 20:19:04,ABCDEF,"B0010",0.6294615029177485,"02880006",file_648_007.txt,B0010,2,0288000a
649,7140,2020-08-19 20:19:05,ABCDEF,"A0001",0.42377167476041866,"02890006",file_649_007.txt,A0001,2,0289000a
650,7151,2020-08-19 20:19:06,ABCDEF,"A0001",0.9536747777511916,"028a0006",file_650_007.txt,A0001,15,028a000a
651,7162,2020-08-19 20:19:07,ABCDEF,"A0001",0.5369232113798844,"028b0006",file_651_007.txt,A0001,11,028b000a
652,7173,2020-08-19 20:19:08,ABCDEF,"A0001",0.5583342667271955,"028c0006",file_652_007.txt,A0001,2,028c000a
653,7184,2020-08-19 20:19:09,ABCDEF,"A0001",0.17779455210519102,"028d0006",file_653_007.txt,A0001,14,028d000a
654,7195,2020-08-19 20:19:10,ABCDEF,"A0001",0.6916822111991668,"028e0006",file_654_007.txt,A0001,5,028e000a
655,7206,2020-08-19 20:19:11,ABCDEF,"A0001",0.45129829345549966,"028f0006",file_655_007.txt,A0001,6,028f000a
656,7217,2020-08-19 20:19:12,ABCDEF,"A0001",0.9420385543850739,"02900006",file_656_007.txt,A0001,12,0290000a
657,7228,2020-08-19 20:19:13,ABCDEF,"A0001",0.8855360554432147,"02910006",file_657_007.txt,A0001,8,0291000a
658,7239,2020-08-19 20:19:14,ABCDEF,"B0010",0.44362664475722524,"02920006",file_658_007.txt,B0010,3,0292000a
659,7250,2020-08-19 20:19:15,ABCDEF,"A0001",0.5577873122147559,"02930006",file_659_007.txt,B0010,7,0293000a
660,7261,2020-08-19 20:19:16,ABCDEF,"A0001",0.3583877546412765,"02940006",file_660_007.txt,A0001,7,0294000a
661,7272,2020-08-19 20:19:17,ABCDEF,"A0001",0.05732666231477512,"02950006",file_661_007.txt,A0001,2,0295000a
662,7283,2020-08-19 20:19:18,ABCDEF,"A0001",0.7162390955564802,"02960006",file_662_007.txt,A0001,4,0296000a
663,7294,2020-08-19 20:19:19,ABCDEF,"A0001",0.059688821842521556,"02970006",file_663_007.txt,B0010,16,0297000a
664,7305,2020-08-19 20:19:20,ABCDEF,"A0001",0.6583805302627395,"02980006",file_664_007.txt,B0010,1,0298000a
665,7316,2020-08-19 20:19:21,ABCDEF,"A0001",0.14982678046406717,"02990006",file_665_007.txt,B0010,5,0299000a
666,7327,2020-08-19 20:19:22,ABCDEF,"B0010",0.9130608852573355,"029a0006",file_666_007.txt,B0010,1,029a000a
667,7338,2020-08-19 20:19:23,ABCDEF,"A0001",0.4541610854098783,"029b0006",file_667_007.txt,A0001,12,029b000a
668,7349,2020-08-19 20:19:24,ABCDEF,"B0010",0.7043528095329958,"029c0006",file_668_007.txt,B0010,10,029c000a
669,7360,2020-08-19 20:19:25,ABCDEF,"A0001",0.5958877063216451,"029d0006",file_669_007.txt,A0001,13,029d000a
670,7371,2020-08-19 20:19:26,ABCDEF,"B0010",0.4733537765905338,"029e0006",file_670_007.txt,A0001,11,029e000a
671,7382,2020-08-19 20:19:27,ABCDEF,"A0001",0.7720860618129495,"029f0006",file_671_007.txt,B0010,14,029f000a
672,7393,2020-08-19 20:19:28,ABCDEF,"A0001",0.09987279557799578,"02a00006",file_672_007.txt,A0001,1,02a0000a
673,7404,2020-08-19 20:19:29,ABCDEF,"A0001",0.416529451934309,"02a10006",file_673_007.txt,A0001,17,02a1000a
674,7415,2020-08-19 20:19:30,ABCDEF,"A0001",0.2263148410168636,"02a20006",file_674_007.txt,A0001,14,02a2000a
675,7426,2020-08-19 20:19:31,ABCDEF,"A0001",0.4805006317734294,"02a30006",file_675_007.txt,B0010,8,02a3000a
676,7437,2020-08-19 20:19:32,ABCDEF,"B0010",0.500988825521707,"02a40006",file_676_007.txt,A0001,10,02a4000a
677,7448,2020-08-19 20:19:33,ABCDEF,"A0001",0.7688293331706241,"02a50006",file_677_007.txt,B0010,18,02a5000a
678,7459,2020-08-19 20:19:34,ABCDEF,"A0001",0.4455391697019434,"02a60006",file_678_007.txt,A0001,6,02a6000a
679,7470,2020-08-19 20:19:35,ABCDEF,"A0001",0.005119412242048038,"02a70006",file_679_007.txt,A0001,16,02a7000a
680,7481,2020-08-19 20:19:36,ABCDEF,"B0010",0.28270715597976037,"02a80006",file_680_007.txt,A0001,9,02a8000a
681,7492,2020-08-19 20:19:37,ABCDEF,"A0001",0.05924148332114476,"02a90006",file_681_007.txt,B0010,17,02a9000a
682,7503,2020-08-19 20:19:38,ABCDEF,"B0010",0.7034924702302112,"02aa0006",file_682_007.txt,A0001,1,02aa000a
683,7514,2020-08-19 20:19:39,ABCDEF,"A0001",0.17806814467803778,"02ab0006",file_683_007.txt,B0010,14,02ab000a
684,7525,2020-08-19 20:19:40,ABCDEF,"B0010",0.42957181987394666,"02ac0006",file_684_007.txt,B0010,16,02ac000a
685,7536,2020-08-19 20:19:41,ABCDEF,"A0001",0.8580017291668636,"02ad0006",file_685_007.txt,A0001,1,02ad000a
686,7547,2020-08-19 20:19:42,ABCDEF,"A0001",0.06511026611980864,"02ae0006",file_686_007.txt,B0010,12,02ae000a
687,7558,2020-08-19 20:19:43,ABCDEF,"A0001",0.10198754558757361,"02af0006",file_687_007.txt,B0010,6,02af000a
688,7569,2020-08-19 20:19:44,ABCDEF,"A0001",0.46102766761396896,"02b00006",file_688_007.txt,A0001,8,02b0000a
689,7580,2020-08-19 20:19:45,ABCDEF,"A0001",0.22953550049317328,"02b10006",file_689_007.txt,A0001,3,02b1000a
690,7591,2020-08-19 20:19:46,ABCDEF,"A0001",0.693607091038685,"02b20006",file_690_007.txt,B0010,12,02b2000a
691,7602,2020-08-19 20:19:47,ABCDEF,"A0001",0.051263487088930915,"02b30006",file_691_007.txt,B0010,11,02b3000a
692,7613,2020-08-19 20:19:48,ABCDEF,"A0001",0.07154544373150895,"02b40006",file_692_007.txt,A0001,3,02b4000a
693,7624,2020-08-19 20:19:49,ABCDEF,"B0010",0.15315256310185954,"02b50006",file_693_007.txt,B0010,5,02b5000a
694,7635,2020-08-19 20:19:50,ABCDEF,"A0001",0.46952251479317997,"02b60006",file_694_007.txt,A0001,5,02b6000a
695,7646,2020-08-19 20:19:51,ABCDEF,"B0010",0.049894532902743705,"02b70006",file_695_007.txt,A0001,14,02b7000a
696,7657,2020-08-19 20:19:52,ABCDEF,"A0001",0.9696606560878013,"02b80006",file_696_007.txt,A0001,6,02b8000a
697,7668,2020-08-19 20:19:53,ABCDEF,"A0001",0.36197066408602263,"02b90006",file_697_007.txt,A0001,10,02b9000a
698,7679,2020-08-19 20:19:54,ABCDEF,"A0001",0.7610683326752554,"02ba0006",file_698_007.txt,B0010,15,02ba000a
699,7690,2020-08-19 20:19:55,ABCDEF,"B0010",0.04982859194414613,"02bb0006",file_699_007.txt,B0010,14,02bb000a
700,7701,2020-08-19 20:19:56,ABCDEF,"A0001",0.6541574553367185,"02bc0006",file_700_007.txt,B0010,2,02bc000a
701,7712,2020-08-19 20:19:57,ABCDEF,"A0001",0.6250466769602198,"02bd0006",file_701_007.txt,A0001,14,02bd000a
702,7723,2020-08-19 20:19:58,ABCDEF,"A0001",0.04524982980215686,"02be0006",file_702_007.txt,A0001,2,02be000a
703,7734,2020-08-19 20:19:59,ABCDEF,"A0001",0.6627501255596405,"02bf0006",file_703_007.txt,A0001,16,02bf000a
704,7745,2020-08-19 20:20:00,ABCDEF,"A0001",0.5143520751520881,"02c00006",file_704_007.txt,A0001,4,02c0000a
705,7756,2020-08-19 20:20:01,ABCDEF,"A0001",0.2690040208804755,"02c10006",file_705_007.txt,A0001,5,02c1000a
706,7767,2020-08-19 20:20:02,ABCDEF,"A0001",0.95258351789099,"02c20006",file_706_007.txt,B0010,6,02c2000a
707,7778,2020-08-19 20:20:03,ABCDEF,"A0001",0.36487680766099106,"02c30006",file_707_007.txt,A0001,8,02c3000a
708,7789,2020-08-19 20:20:04,ABCDEF,"B0010",0.2011354325826228,"02c40006",file_708_007.txt,B0010,13,02c4000a
709,7800,2020-08-19 20:20:05,ABCDEF,"A0001",0.19702677958571269,"02c50006",file_709_007.txt,B0010,4,02c5000a
710,7811,2020-08-19 20:20:06,ABCDEF,"A0001",0.11047031927034379,"02c60006",file_710_007.txt,A0001,8,02c6000a
711,7822,2020-08-19 20:20:07,ABCDEF,"A0001",0.04223014593827734,"02c70006",file_711_007.txt,A0001,15,02c7000a
712,7833,2020-08-19 20:20:08,ABCDEF,"A0001",0.30785081513930534,"02c80006",file_712_007.txt,B0010,7,02c8000a
713,7844,2020-08-19 20:20:09,ABCDEF,"A0001",0.19278987465557218,"02c90006",file_713_007.txt,B0010,1,02c9000a
714,7855,2020-08-19 20:20:10,ABCDEF,"B0010",0.7270179382525656,"02ca0006",file_714_007.txt,B0010,10,02ca000a
715,7866,2020-08-19 20:20:11,ABCDEF,"A0001",0.857580433591407,"02cb0006",file_715_007.txt,B0010,10,02cb000a
716,7877,2020-08-19 20:20:12,ABCDEF,"A0001",0.35744694583010206,"02cc0006",file_716_007.txt,B0010,16,02cc000a
717,7888,2020-08-19 20:20:13,ABCDEF,"A0001",0.3180478826678248,"02cd0006",file_717_007.txt,A0001,4,02cd000a
718,7899,2020-08-19 20:20:14,ABCDEF,"A0001",0.8930894272270379,"02ce0006",file_718_007.txt,B0010,13,02ce000a
719,7910,2020-08-19 20:20:15,ABCDEF,"A0001",0.49777291804035484,"02cf0006",file_719_007.txt,A0001,10,02cf000a
720,7921,2020-08-19 20:20:16,ABCDEF,"A0001",0.12083316913486297,"02d00006",file_720_007.txt,A0001,12,02d0000a
721,7932,2020-08-19 20:20:17,ABCDEF,"A0001",0.03766832895750316,"02d10006",file_721_007.txt,B0010,2,02d1000a
722,7943,2020-08-19 20:20:18,ABCDEF,"B0010",0.9164105524234257,"02d20006",file_722_007.txt,A0001,13,02d2000a
723,7954,2020-08-19 20:20:19,ABCDEF,"B0010",0.1916887183787941,"02d30006",file_723_007.txt,B0010,12,02d3000a
724,7965,2020-08-19 20:20:20,ABCDEF,"A0001",0.18539157918579185,"02d40006",file_724_007.txt,A0001,1,02d4000a
725,7976,2020-08-19 20:20:21,ABCDEF,"B0010",0.4195856127678962,"02d50006",file_725_007.txt,A0001,17,02d5000a
726,7987,2020-08-19 20:20:22,ABCDEF,"A0001",0.38677688851508785,"02d60006",file_726_007.txt,A0001,10,02d6000a
727,7998,2020-08-19 20:20:23,ABCDEF,"A0001",0.5894118279836884,"02d70006",file_727_007.txt,B0010,17,02d7000a
728,8009,2020-08-19 20:20:24,ABCDEF,"A0001",0.9249846228958174,"02d80006",file_728_007.txt,B0010,14,02d8000a
729,8020,2020-08-19 20:20:25,ABCDEF,"A0001",0.7978886971105974,"02d90006",file_729_007.txt,A0001,15,02d9000a
730,8031,2020-08-19 20:20:26,ABCDEF,"A0001",0.5170487448364304,"02da0006",file_730_007.txt,B0010,1,02da000a
731,8042,2020-08-19 20:20:27,ABCDEF,"A0001",0.11216829040114373,"02db0006",file_731_007.txt,B0010,10,02db000a
732,8053,2020-08-19 20:20:28,ABCDEF,"A0001",0.5681411114923965,"02dc0006",file_732_007.txt,A0001,7,02dc000a
733,8064,2020-08-19 20:20:29,ABCDEF,"A0001",0.48589561203120823,"02dd0006",file_733_007.txt,B0010,1,02dd000a
734,8075,2020-08-19 20:20:30,ABCDEF,"B0010",0.1342673686659578,"02de0006",file_734_007.txt,A0001,15,02de000a
735,8086,2020-08-19 20:20:31,ABCDEF,"A0001",0.43242296102984246,"02df0006",file_735_007.txt,B0010,15,02df000a
736,8097,2020-08-19 20:20:32,ABCDEF,"B0010",0.5347747324227556,"02e00006",file_736_007.txt,A0001,16,02e0000a
737,8108,2020-08-19 20:20:33,ABCDEF,"A0001",0.29309152531028726,"02e10006",file_737_007.txt,A0001,8,02e1000a
738,8119,2020-08-19 20:20:34,ABCDEF,"A0001",0.40732414079746126,"02e20006",file_738_007.txt,B0010,16,02e2000a
739,8130,2020-08-19 20:20:35,ABCDEF,"B0010",0.33597438335788143,"02e30006",file_739_007.txt,A0001,17,02e3000a
740,8141,2020-08-19 20:20:36,ABCDEF,"A0001",0.9433505085118574,"02e40006",file_740_007.txt,A0001,18,02e4000a
741,8152,2020-08-19 20:20:37,ABCDEF,"A0001",0.03493418763196099,"02e50006",file_741_007.txt,A0001,7,02e5000a
742,8163,2020-08-19 20:20:38,ABCDEF,"A0001",0.3625318830949936,"02e60006",file_742_007.txt,A0001,7,02e6000a
743,8174,2020-08-19 20:20:39,ABCDEF,"A0001",0.9104960743088004,"02e70006",file_743_007.txt,B0010,10,02e7000a
744,8185,2020-08-19 20:20:40,ABCDEF,"A0001",0.15172394736509243,"02e80006",file_744_007.txt,A0001,9,02e8000a
745,8196,2020-08-19 20:20:41,ABCDEF,"A0001",0.6699649116948679,"02e90006",file_745_007.txt,A0001,18,02e9000a
746,8207,2020-08-19 20:20:42,ABCDEF,"A0001",0.639051477227947,"02ea0006",file_746_007.txt,A0001,18,02ea000a
747,8218,2020-08-19 20:20:43,ABCDEF,"A0001",0.735948243991448,"02eb0006",file_747_007.txt,A0001,3,02eb000a
748,8229,2020-08-19 20:20:44,ABCDEF,"A0001",0.9497015789183307,"02ec0006",file_748_007.txt,A0001,8,02ec000a
749,8240,2020-08-19 20:20:45,ABCDEF,"A0001",0.8242375738923916,"02ed0006",file_749_007.txt,B0010,5,02ed000a
750,8251,2020-08-19 20:20:46,ABCDEF,"A0001",0.5715470036038947,"02ee0006",file_750_007.txt,B0010,13,02ee000a
751,8262,2020-08-19 20:20:47,ABCDEF,"A0001",0.8951884192786908,"02ef0006",file_751_007.txt,A0001,10,02ef000a
752,8273,2020-08-19 20:20:48,ABCDEF,"A0001",0.2102712712166802,"02f00006",file_752_007.txt,A0001,4,02f0000a
753,8284,2020-08-19 20:20:49,ABCDEF,"B0010",0.6938845132172234,"02f10006",file_753_007.txt,B0010,3,02f1000a
754,8295,2020-08-19 20:20:50,ABCDEF,"A0001",0.05850801219551138,"02f20006",file_754_007.txt,A0001,1,02f2000a
755,8306,2020-08-19 20:20:51,ABCDEF,"A0001",0.5147270105508176,"02f30006",file_755_007.txt,A0001,6,02f3000a
756,8317,2020-08-19 20:20:52,ABCDEF,"A0001",0.3308280775609923,"02f40006",file_756_007.txt,B0010,16,02f4000a
757,8328,2020-08-19 20:20:53,ABCDEF,"A0001",0.14529081423413537,"02f50006",file_757_007.txt,A0001,7,02f5000a
758,8339,2020-08-19 20:20:54,ABCDEF,"B0010",0.7787939907608771,"02f60006",file_758_007.txt,A0001,14,02f6000a
759,8350,2020-08-19 20:20:55,ABCDEF,"A0001",0.9418144619158018,"02f70006",file_759_007.txt,A0001,8,02f7000a
760,8361,2020-08-19 20:20:56,ABCDEF,"A0001",0.06710993938912102,"02f80006",file_760_007.txt,B0010,13,02f8000a
761,8372,2020-08-19 20:20:57,ABCDEF,"A0001",0.4428671092436929,"02f90006",file_761_007.txt,A0001,13,02f9000a
762,8383,2020-08-19 20:20:58,ABCDEF,"A0001",0.5293983431653173,"02fa0006",file_762_007.txt,A0001,3,02fa000a
763,8394,2020-08-19 20:20:59,ABCDEF,"A0001",0.09556692796930899,"02fb0006",file_763_007.txt,A0001,17,02fb000a
764,8405,2020-08-19 20:21:00,ABCDEF,"A0001",0.6904113805475756,"02fc0006",file_764_007.txt,A0001,1,02fc000a
765,8416,2020-08-19 20:21:01,ABCDEF,"A0001",0.5165091569715464,"02fd0006",file_765_007.txt,A0001,6,02fd000a
766,8427,2020-08-19 20:21:02,ABCDEF,"B0010",0.18459051835121976,"02fe0006",file_766_007.txt,B0010,14,02fe000a
767,8438,2020-08-19 20:21:03,ABCDEF,"A0001",0.15914719902654095,"02ff0006",file_767_007.txt,A0001,1,02ff000a
768,8449,2020-08-19 20:21:04,ABCDEF,"A0001",0.03593741935960626,"03000006",file_768_007.txt,A0001,12,0300000a
769,8460,2020-08-19 20:21:05,ABCDEF,"A0001",0.33916076769436654,"03010006",file_769_007.txt,B0010,16,0301000a
770,8471,2020-08-19 20:21:06,ABCDEF,"A0001",0.014318845632325439,"03020006",file_770_007.txt,B0010,8,0302000a
771,8482,2020-08-19 20:21:07,ABCDEF,"B0010",0.689346033193468,"03030006",file_771_007.txt,A0001,11,0303000a
772,8493,2020-08-19 20:21:08,ABCDEF,"B0010",0.11871476496462385,"03040006",file_772_007.txt,A0001,14,0304000a
773,8504,2020-08-19 20:21:09,ABCDEF,"A0001",0.2350609833099142,"03050006",file_773_007.txt,A0001,2,0305000a
774,8515,2020-08-19 20:21:10,ABCDEF,"A0001",0.6786518418070596,"03060006",file_774_007.txt,B0010,1,0306000a
775,8526,2020-08-19 20:21:11,ABCDEF,"B0010",0.8627007560337567,"03070006",file_775_007.txt,A0001,10,0307000a
776,8537,2020-08-19 20:21:12,ABCDEF,"A0001",0.24340401271281498,"03080006",file_776_007.txt,B0010,2,0308000a
777,8548,2020-08-19 20:21:13,ABCDEF,"A0001",0.4317342774704739,"03090006",file_777_007.txt,B0010,6,0309000a
778,8559,2020-08-19 20:21:14,ABCDEF,"A0001",0.47838811788970137,"030a0006",file_778_007.txt,B0010,13,030a000a
779,8570,2020-08-19 20:21:15,ABCDEF,"A0001",0.251814965123876,"030b0006",file_779_007.txt,B0010,5,030b000a
780,8581,2020-08-19 20:21:16,ABCDEF,"A0001",0.19179492009913168,"030c0006",file_780_007.txt,A0001,10,030c000a
781,8592,2020-08-19 20:21:17,ABCDEF,"B0010",0.15002559059997778,"030d0006",file_781_007.txt,A0001,12,030d000a
782,8603,2020-08-19 20:21:18,ABCDEF,"A0001",0.6598500571358168,"030e0006",file_782_007.txt,A0001,12,030e000a
783,8614,2020-08-19 20:21:19,ABCDEF,"A0001",0.7679146152734131,"030f0006",file_783_007.txt,B0010,16,030f000a
784,8625,2020-08-19 20:21:20,ABCDEF,"A0001",0.8487231529423587,"03100006",file_784_007.txt,B0010,18,0310000a
785,8636,2020-08-19 20:21:21,ABCDEF,"A0001",0.2751971520208074,"03110006",file_785_007.txt,B0010,13,0311000a
786,8647,2020-08-19 20:21:22,ABCDEF,"A0001",0.9571728362482865,"03120006",file_786_007.txt,A0001,6,0312000a
787,8658,2020-08-19 20:21:23,ABCDEF,"A0001",0.24688840628037256,"03130006",file_787_007.txt,B0010,8,0313000a
788,8669,2020-08-19 20:21:24,ABCDEF,"B0010",0.8814056396931864,"03140006",file_788_007.txt,A0001,17,0314000a
789,8680,2020-08-19 20:21:25,ABCDEF,"A0001",0.11492771847171723,"03150006",file_789_007.txt,A0001,2,0315000a
790,8691,2020-08-19 20:21:26,ABCDEF,"A0001",0.7839962455074247,"03160006",file_790_007.txt,A0001,8,0316000a
791,8702,2020-08-19 20:21:27,ABCDEF,"A0001",0.8471204852065514,"03170006",file_791_007.txt,A0001,3,0317000a
792,8713,2020-08-19 20:21:28,ABCDEF,"A0001",0.9951504017543569,"03180006",file_792_007.txt,A0001,8,0318000a
793,8724,2020-08-19 20:21:29,ABCDEF,"A0001",0.8235989009354281,"03190006",file_793_007.txt,A0001,6,0319000a
794,8735,2020-08-19 20:21:30,ABCDEF,"A0001",0.7187065973010592,"031a0006",file_794_007.txt,A0001,1,031a000a
795,8746,2020-08-19 20:21:31,ABCDEF,"A0001",0.06032971926510344,"031b0006",file_795_007.txt,A0001,5,031b000a
796,8757,2020-08-19 20:21:32,ABCDEF,"A0001",0.31438071213467944,"031c0006",file_796_007.txt,B0010,14,031c000a
797,8768,2020-08-19 20:21:33,ABCDEF,"B0010",0.6105791304973482,"031d0006",file_797_007.txt,A0001,7,031d000a
798,8779,2020-08-19 20:21:34,ABCDEF,"A0001",0.9109623413867678,"031e0006",file_798_007.txt,B0010,4,031e000a
799,8790,2020-08-19 20:21:35,ABCDEF,"A0001",0.3788085269085387,"031f0006",file_799_007.txt,A0001,4,031f000a
800,8801,2020-08-19 20:21:36,ABCDEF,"B0010",0.8273404227604624,"03200006",file_800_007.txt,B0010,6,0320000a
801,8812,2020-08-19 20:21:37,ABCDEF,"A0001",0.27084574088248425,"03210006",file_801_007.txt,A0001,15,0321000a
802,8823,2020-08-19 20:21:38,ABCDEF,"A0001",0.033908693888777375,"03220006",file_802_007.txt,B0010,1,0322000a
803,8834,2020-08-19 20:21:39,ABCDEF,"A0001",0.3186823976257164,"03230006",file_803_007.txt,A0001,17,0323000a
804,8845,2020-08-19 20:21:40,ABCDEF,"B0010",0.38878028978451973,"03240006",file_804_007.txt,B0010,4,0324000a
805,8856,2020-08-19 20:21:41,ABCDEF,"B0010",0.002598123089793014,"03250006",file_805_007.txt,B0010,8,0325000a
806,8867,2020-08-19 20:21:42,ABCDEF,"B0010",0.8761968763857315,"03260006",file_806_007.txt,B0010,1,0326000a
807,8878,2020-08-19 20:21:43,ABCDEF,"A0001",0.7985900305337101,"03270006",file_807_007.txt,B0010,13,0327000a
808,8889,2020-08-19 20:21:44,ABCDEF,"B0010",0.5505316225224769,"03280006",file_808_007.txt,B0010,11,0328000a
809,8900,2020-08-19 20:21:45,ABCDEF,"A0001",0.1210730754338043,"03290006",file_809_007.txt,A0001,16,0329000a
810,8911,2020-08-19 20:21:46,ABCDEF,"A0001",0.08896543505054877,"032a0006",file_810_007.txt,A0001,14,032a000a
811,8922,2020-08-19 20:21:47,ABCDEF,"A0001",0.7305953712279201,"032b0006",file_811_007.txt,B0010,11,032b000a
812,8933,2020-08-19 20:21:48,ABCDEF,"A0001",0.8988971135715167,"032c0006",file_812_007.txt,B0010,11,032c000a
813,8944,2020-08-19 20:21:49,ABCDEF,"A0001",0.15816703881965177,"032d0006",file_813_007.txt,A0001,5,032d000a
814,8955,2020-08-19 20:21:50,ABCDEF,"A0001",0.4334069276466328,"032e0006",file_814_007.txt,A0001,9,032e000a
815,8966,2020-08-19 20:21:51,ABCDEF,"A0001",0.42496532103866835,"032f0006",file_815_007.txt,B0010,18,032f000a
816,8977,2020-08-19 20:21:52,ABCDEF,"A0001",0.7372349619547708,"03300006",file_816_007.txt,A0001,10,0330000a
817,8988,2020-08-19 20:21:53,ABCDEF,"A0001",0.10900587259937689,"03310006",file_817_007.txt,B0010,18,0331000a
818,8999,2020-08-19 20:21:54,ABCDEF,"A0001",0.5111049670120328,"03320006",file_818_007.txt,B0010,9,0332000a
819,9010,2020-08-19 20:21:55,ABCDEF,"A0001",0.7666987199852474,"03330006",file_819_007.txt,A0001,8,0333000a
820,9021,2020-08-19 20:21:56,ABCDEF,"A0001",0.9676715366829916,"03340006",file_820_007.txt,A0001,13,0334000a
821,9032,2020-08-19 20:21:57,ABCDEF,"A0001",0.2191917714902477,"03350006",file_821_007.txt,B0010,5,0335000a
822,9043,2020-08-19 20:21:58,ABCDEF,"B0010",0.909429416811984,"03360006",file_822_007.txt,A0001,1,0336000a
823,9054,2020-08-19 20:21:59,ABCDEF,"A0001",0.8595487789792886,"03370006",file_823_007.txt,B0010,10,0337000a
824,9065,2020-08-19 20:22:00,ABCDEF,"A0001",0.7684563735334162,"03380006",file_824_007.txt,A0001,16,0338000a
825,9076,2020-08-19 20:22:01,ABCDEF,"A0001",0.0595017613802018,"03390006",file_825_007.txt,B0010,18,0339000a
826,9087,2020-08-19 20:22:02,ABCDEF,"B0010",0.14664358541401168,"033a0006",file_826_007.txt,B0010,13,033a000a
827,9098,2020-08-19 20:22:03,ABCDEF,"A0001",0.4936993065079025,"033b0006",file_827_007.txt,A0001,14,033b000a
828,9109,2020-08-19 20:22:04,ABCDEF,"B0010",0.21202427518558964,"033c0006",file_828_007.txt,A0001,15,033c000a
829,9120,2020-08-19 20:22:05,ABCDEF,"A0001",0.7182545253303,"033d0006",file_829_007.txt,A0001,10,033d000a
830,9131,2020-08-19 20:22:06,ABCDEF,"A0001",0.13963809817262396,"033e0006",file_830_007.txt,A0001,1,033e000a
831,9142,2020-08-19 20:22:07,ABCDEF,"A0001",0.4671688328544463,"033f0006",file_831_007.txt,A0001,13,033f000a
832,9153,2020-08-19 20:22:08,ABCDEF,"A0001",0.0016876676226053045,"03400006",file_832_007.txt,A0001,2,0340000a
833,9164,2020-08-19 20:22:09,ABCDEF,"A0001",0.37813715280825866,"03410006",file_833_007.txt,B0010,14,0341000a
834,9175,2020-08-19 20:22:10,ABCDEF,"A0001",0.21331476874445532,"03420006",file_834_007.txt,A0001,8,0342000a
835,9186,2020-08-19 20:22:11,ABCDEF,"B0010",0.45908449582700295,"03430006",file_835_007.txt,A0001,15,0343000a
836,9197,2020-08-19 20:22:12,ABCDEF,"A0001",0.7894810929231693,"03440006",file_836_007.txt,B0010,16,0344000a
837,9208,2020-08-19 20:22:13,ABCDEF,"A0001",0.9619291279396033,"03450006",file_837_007.txt,A0001,9,0345000a
838,9219,2020-08-19 20:22:14,ABCDEF,"A0001",0.8767168076179099,"03460006",file_838_007.txt,B0010,4,0346000a
839,9230,2020-08-19 20:22:15,ABCDEF,"A0001",0.12968862450345386,"03470006",file_839_007.txt,B0010,7,0347000a
840,9241,2020-08-19 20:22:16,ABCDEF,"A0001",0.529086689230463,"03480006",file_840_007.txt,A0001,1,0348000a
841,9252,2020-08-19 20:22:17,ABCDEF,"A0001",0.19971189550770607,"03490006",file_841_007.txt,A0001,6,0349000a
842,9263,2020-08-19 20:22:18,ABCDEF,"A0001",0.8403176697105413,"034a0006",file_842_007.txt,A0001,17,034a000a
843,9274,2020-08-19 20:22:19,ABCDEF,"A0001",0.7377601721923744,"034b0006",file_843_007.txt,A0001,4,034b000a
844,9285,2020-08-19 20:22:20,ABCDEF,"A0001",0.9682787902855352,"034c0006",file_844_007.txt,B0010,3,034c000a
845,9296,2020-08-19 20:22:21,ABCDEF,"A0001",0.4671044575839143,"034d0006",file_845_007.txt,A0001,15,034d000a
846,9307,2020-08-19 20:22:22,ABCDEF,"A0001",0.3338953954881364,"034e0006",file_846_007.txt,A0001,4,034e000a
847,9318,2020-08-19 20:22:23,ABCDEF,"A0001",0.9668779581413831,"034f0006",file_847_007.txt,B0010,6,034f000a
848,9329,2020-08-19 20:22:24,ABCDEF,"A0001",0.7893472873371545,"03500006",file_848_007.txt,B0010,10,0350000a
849,9340,2020-08-19 20:22:25,ABCDEF,"A0001",0.11586997544178645,"03510006",file_849_007.txt,A0001,10,0351000a
850,9351,2020-08-19 20:22:26,ABCDEF,"A0001",0.6551531547637316,"03520006",file_850_007.txt,A0001,16,0352000a
851,9362,2020-08-19 20:22:27,ABCDEF,"A0001",0.8654534504076934,"03530006",file_851_007.txt,A0001,3,0353000a
852,9373,2020-08-19 20:22:28,ABCDEF,"A0001",0.6253425960484472,"03540006",file_852_007.txt,B0010,9,0354000a
853,9384,2020-08-19 20:22:29,ABCDEF,"A0001",0.5706686479317211,"03550006",file_853_007.txt,A0001,9,0355000a
854,9395,2020-08-19 20:22:30,ABCDEF,"B0010",0.8974109072851638,"03560006",file_854_007.txt,A0001,13,0356000a
855,9406,2020-08-19 20:22:31,ABCDEF,"A0001",0.28880378019393405,"03570006",file_855_007.txt,B0010,3,0357000a
856,9417,2020-08-19 20:22:32,ABCDEF,"A0001",0.5519190199079137,"03580006",file_856_007.txt,A0001,6,0358000a
857,9428,2020-08-19 20:22:33,ABCDEF,"A0001",0.4042751000184157,"03590006",file_857_007.txt,A0001,17,0359000a
